city,target_datetime,date,time,tier,target,source,value,p10,p90,forecast_taken,hours_ahead,error
Norwich,2026-05-25 04:00:00,2026-05-25,04:00:00,Efficacy,WindSpeed,AccuWeather,7.400000095367432,,,2026-05-24 22:00:00,6.0,3.6985089721069335
Norwich,2026-05-25 04:00:00,2026-05-25,04:00:00,Efficacy,WindSpeed,MetOffice,2.3979225753479008,,,2026-05-24 22:00:00,6.0,-1.3035685479125974
Norwich,2026-05-25 04:00:00,2026-05-25,04:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.600000381469727,,,2026-05-24 22:00:00,6.0,4.898509258209229
Norwich,2026-05-25 04:00:00,2026-05-25,04:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,7.400000095367432,,,2026-05-24 22:00:00,6.0,3.6985089721069335
Norwich,2026-05-25 05:00:00,2026-05-25,05:00:00,Efficacy,WindSpeed,AccuWeather,5.599999904632568,,,2026-05-24 23:00:00,6.0,1.576639904632568
Norwich,2026-05-25 05:00:00,2026-05-25,05:00:00,Efficacy,WindSpeed,MetOffice,2.3496423013916017,,,2026-05-24 23:00:00,6.0,-1.6737176986083986
Norwich,2026-05-25 05:00:00,2026-05-25,05:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.300000190734863,,,2026-05-24 23:00:00,6.0,4.276640190734863
Norwich,2026-05-25 05:00:00,2026-05-25,05:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,7.099999904632568,,,2026-05-24 23:00:00,6.0,3.076639904632568
Norwich,2026-05-25 06:00:00,2026-05-25,06:00:00,Efficacy,WindSpeed,AccuWeather,5.599999904632568,,,2026-05-25 00:00:00,6.0,2.542246343002319
Norwich,2026-05-25 06:00:00,2026-05-25,06:00:00,Efficacy,WindSpeed,MetOffice,1.8185587123260498,,,2026-05-25 00:00:00,6.0,-1.2391948493041995
Norwich,2026-05-25 06:00:00,2026-05-25,06:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.699999809265137,,,2026-05-25 00:00:00,6.0,4.642246247634887
Norwich,2026-05-25 06:00:00,2026-05-25,06:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,7.0,,,2026-05-25 00:00:00,6.0,3.9422464383697506
Norwich,2026-05-25 07:00:00,2026-05-25,07:00:00,Efficacy,WindSpeed,AccuWeather,5.599999904632568,,,2026-05-25 01:00:00,6.0,2.220377658111572
Norwich,2026-05-25 07:00:00,2026-05-25,07:00:00,Efficacy,WindSpeed,MetOffice,2.0760536986083986,,,2026-05-25 01:00:00,6.0,-1.3035685479125978
Norwich,2026-05-25 07:00:00,2026-05-25,07:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,6.099999904632568,,,2026-05-25 01:00:00,6.0,2.720377658111572
Norwich,2026-05-25 07:00:00,2026-05-25,07:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,7.300000190734863,,,2026-05-25 01:00:00,6.0,3.920377944213867
Norwich,2026-05-25 08:00:00,2026-05-25,08:00:00,Efficacy,WindSpeed,AccuWeather,7.400000095367432,,,2026-05-25 02:00:00,6.0,1.928230341888427
Norwich,2026-05-25 08:00:00,2026-05-25,08:00:00,Efficacy,WindSpeed,MetOffice,2.784165150695801,,,2026-05-25 02:00:00,6.0,-2.6876046027832037
Norwich,2026-05-25 08:00:00,2026-05-25,08:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,6.199999809265137,,,2026-05-25 02:00:00,6.0,0.7282300557861321
Norwich,2026-05-25 08:00:00,2026-05-25,08:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,8.100000381469727,,,2026-05-25 02:00:00,6.0,2.628230627990722
Norwich,2026-05-25 09:00:00,2026-05-25,09:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 03:00:00,6.0,4.150099313995361
Norwich,2026-05-25 09:00:00,2026-05-25,09:00:00,Efficacy,WindSpeed,MetOffice,3.476183178131104,,,2026-05-25 03:00:00,6.0,-1.6737176986083981
Norwich,2026-05-25 09:00:00,2026-05-25,09:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.300000190734863,,,2026-05-25 03:00:00,6.0,2.1500993139953612
Norwich,2026-05-25 09:00:00,2026-05-25,09:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,8.5,,,2026-05-25 03:00:00,6.0,3.350099123260498
Norwich,2026-05-25 10:00:00,2026-05-25,10:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 04:00:00,6.0,4.471968190734863
Norwich,2026-05-25 10:00:00,2026-05-25,10:00:00,Efficacy,WindSpeed,MetOffice,3.1543143013916017,,,2026-05-25 04:00:00,6.0,-1.6737176986083986
Norwich,2026-05-25 10:00:00,2026-05-25,10:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.699999809265137,,,2026-05-25 04:00:00,6.0,2.8719678092651364
Norwich,2026-05-25 10:00:00,2026-05-25,10:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,8.899999618530273,,,2026-05-25 04:00:00,6.0,4.071967618530273
Norwich,2026-05-25 11:00:00,2026-05-25,11:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 05:00:00,6.0,4.632902437255859
Norwich,2026-05-25 11:00:00,2026-05-25,11:00:00,Efficacy,WindSpeed,MetOffice,3.3635288218688966,,,2026-05-25 05:00:00,6.0,-1.303568931610108
Norwich,2026-05-25 11:00:00,2026-05-25,11:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.199999809265137,,,2026-05-25 05:00:00,6.0,3.532902055786132
Norwich,2026-05-25 11:00:00,2026-05-25,11:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,9.300000190734863,,,2026-05-25 05:00:00,6.0,4.632902437255859
Norwich,2026-05-25 12:00:00,2026-05-25,12:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 06:00:00,6.0,6.9157061349487305
Norwich,2026-05-25 12:00:00,2026-05-25,12:00:00,Efficacy,WindSpeed,MetOffice,3.669304273956299,,,2026-05-25 06:00:00,6.0,-0.5149899725646971
Norwich,2026-05-25 12:00:00,2026-05-25,12:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,9.0,,,2026-05-25 06:00:00,6.0,4.815705753479004
Norwich,2026-05-25 12:00:00,2026-05-25,12:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.0,,,2026-05-25 06:00:00,6.0,6.815705753479004
Norwich,2026-05-25 13:00:00,2026-05-25,13:00:00,Efficacy,WindSpeed,AccuWeather,13.0,,,2026-05-25 07:00:00,6.0,8.171968
Norwich,2026-05-25 13:00:00,2026-05-25,13:00:00,Efficacy,WindSpeed,MetOffice,4.02336,,,2026-05-25 07:00:00,6.0,-0.804672
Norwich,2026-05-25 13:00:00,2026-05-25,13:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,10.399999618530273,,,2026-05-25 07:00:00,6.0,5.571967618530273
Norwich,2026-05-25 13:00:00,2026-05-25,13:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.800000190734863,,,2026-05-25 07:00:00,6.0,7.971968190734863
Norwich,2026-05-25 14:00:00,2026-05-25,14:00:00,Efficacy,WindSpeed,AccuWeather,13.0,,,2026-05-25 08:00:00,6.0,7.850099123260498
Norwich,2026-05-25 14:00:00,2026-05-25,14:00:00,Efficacy,WindSpeed,MetOffice,7.692664657653809,,,2026-05-25 08:00:00,6.0,2.5427637809143073
Norwich,2026-05-25 14:00:00,2026-05-25,14:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.800000190734863,,,2026-05-25 08:00:00,6.0,6.650099313995361
Norwich,2026-05-25 14:00:00,2026-05-25,14:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,13.699999809265137,,,2026-05-25 08:00:00,6.0,8.550098932525636
Norwich,2026-05-25 15:00:00,2026-05-25,15:00:00,Efficacy,WindSpeed,AccuWeather,14.800000190734863,,,2026-05-25 09:00:00,6.0,8.845427313995362
Norwich,2026-05-25 15:00:00,2026-05-25,15:00:00,Efficacy,WindSpeed,MetOffice,8.223748054870606,,,2026-05-25 09:00:00,6.0,2.2691751781311043
Norwich,2026-05-25 15:00:00,2026-05-25,15:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.0,,,2026-05-25 09:00:00,6.0,7.045427123260498
Norwich,2026-05-25 15:00:00,2026-05-25,15:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,14.0,,,2026-05-25 09:00:00,6.0,8.045427123260499
Norwich,2026-05-25 16:00:00,2026-05-25,16:00:00,Efficacy,WindSpeed,AccuWeather,16.700000762939453,,,2026-05-25 10:00:00,6.0,10.101690516418458
Norwich,2026-05-25 16:00:00,2026-05-25,16:00:00,Efficacy,WindSpeed,MetOffice,8.239841095825195,,,2026-05-25 10:00:00,6.0,1.641530849304199
Norwich,2026-05-25 16:00:00,2026-05-25,16:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.899999618530273,,,2026-05-25 10:00:00,6.0,7.301689372009277
Norwich,2026-05-25 16:00:00,2026-05-25,16:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,14.300000190734863,,,2026-05-25 10:00:00,6.0,7.701689944213867
Norwich,2026-05-25 17:00:00,2026-05-25,17:00:00,Efficacy,WindSpeed,AccuWeather,16.700000762939453,,,2026-05-25 11:00:00,6.0,9.457952762939453
Norwich,2026-05-25 17:00:00,2026-05-25,17:00:00,Efficacy,WindSpeed,MetOffice,7.789225205566407,,,2026-05-25 11:00:00,6.0,0.5471772055664061
Norwich,2026-05-25 17:00:00,2026-05-25,17:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.899999618530273,,,2026-05-25 11:00:00,6.0,6.657951618530273
Norwich,2026-05-25 17:00:00,2026-05-25,17:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,13.300000190734863,,,2026-05-25 11:00:00,6.0,6.057952190734863
Norwich,2026-05-25 18:00:00,2026-05-25,18:00:00,Efficacy,WindSpeed,AccuWeather,14.800000190734863,,,2026-05-25 12:00:00,6.0,8.362624190734863
Norwich,2026-05-25 18:00:00,2026-05-25,18:00:00,Efficacy,WindSpeed,MetOffice,7.1133006027832035,,,2026-05-25 12:00:00,6.0,0.6759246027832031
Norwich,2026-05-25 18:00:00,2026-05-25,18:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.300000190734863,,,2026-05-25 12:00:00,6.0,6.862624190734863
Norwich,2026-05-25 18:00:00,2026-05-25,18:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,13.399999618530273,,,2026-05-25 12:00:00,6.0,6.962623618530273
Norwich,2026-05-25 19:00:00,2026-05-25,19:00:00,Efficacy,WindSpeed,AccuWeather,14.800000190734863,,,2026-05-25 13:00:00,6.0,8.523558437255858
Norwich,2026-05-25 19:00:00,2026-05-25,19:00:00,Efficacy,WindSpeed,MetOffice,6.083320273956299,,,2026-05-25 13:00:00,6.0,-0.19312147952270564
Norwich,2026-05-25 19:00:00,2026-05-25,19:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.899999618530273,,,2026-05-25 13:00:00,6.0,5.623557865051269
Norwich,2026-05-25 19:00:00,2026-05-25,19:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.100000381469727,,,2026-05-25 13:00:00,6.0,5.823558627990722
Norwich,2026-05-25 20:00:00,2026-05-25,20:00:00,Efficacy,WindSpeed,AccuWeather,13.0,,,2026-05-25 14:00:00,6.0,8.4938368767395
Norwich,2026-05-25 20:00:00,2026-05-25,20:00:00,Efficacy,WindSpeed,MetOffice,5.391302246520996,,,2026-05-25 14:00:00,6.0,0.8851391232604975
Norwich,2026-05-25 20:00:00,2026-05-25,20:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,12.5,,,2026-05-25 14:00:00,6.0,7.993836876739501
Norwich,2026-05-25 20:00:00,2026-05-25,20:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.5,,,2026-05-25 14:00:00,6.0,7.993836876739501
Norwich,2026-05-25 21:00:00,2026-05-25,21:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 15:00:00,6.0,5.789165258209228
Norwich,2026-05-25 21:00:00,2026-05-25,21:00:00,Efficacy,WindSpeed,MetOffice,5.021153095825196,,,2026-05-25 15:00:00,6.0,-0.2896820274353029
Norwich,2026-05-25 21:00:00,2026-05-25,21:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,12.100000381469727,,,2026-05-25 15:00:00,6.0,6.789165258209228
Norwich,2026-05-25 21:00:00,2026-05-25,21:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.300000190734863,,,2026-05-25 15:00:00,6.0,6.989165067474365
Norwich,2026-05-25 22:00:00,2026-05-25,22:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 16:00:00,6.0,5.628230627990722
Norwich,2026-05-25 22:00:00,2026-05-25,22:00:00,Efficacy,WindSpeed,MetOffice,4.828032,,,2026-05-25 16:00:00,6.0,-0.6437377534790043
Norwich,2026-05-25 22:00:00,2026-05-25,22:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,12.399999618530273,,,2026-05-25 16:00:00,6.0,6.928229865051269
Norwich,2026-05-25 22:00:00,2026-05-25,22:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.199999809265137,,,2026-05-25 16:00:00,6.0,6.728230055786132
Norwich,2026-05-25 23:00:00,2026-05-25,23:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 17:00:00,6.0,6.593837258209228
Norwich,2026-05-25 23:00:00,2026-05-25,23:00:00,Efficacy,WindSpeed,MetOffice,4.2647617534790045,,,2026-05-25 17:00:00,6.0,-0.24140136978149407
Norwich,2026-05-25 23:00:00,2026-05-25,23:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.100000381469727,,,2026-05-25 17:00:00,6.0,8.593837258209227
Norwich,2026-05-25 23:00:00,2026-05-25,23:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.899999618530273,,,2026-05-25 17:00:00,6.0,7.393836495269775
Norwich,2026-05-26 00:00:00,2026-05-26,00:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 18:00:00,6.0,7.559443504730224
Norwich,2026-05-26 00:00:00,2026-05-26,00:00:00,Efficacy,WindSpeed,MetOffice,4.184294246520996,,,2026-05-25 18:00:00,6.0,0.6437373697814937
Norwich,2026-05-26 00:00:00,2026-05-26,00:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.300000190734863,,,2026-05-25 18:00:00,6.0,9.75944331399536
Norwich,2026-05-26 00:00:00,2026-05-26,00:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.399999618530273,,,2026-05-25 18:00:00,6.0,8.85944274179077
Norwich,2026-05-26 01:00:00,2026-05-26,01:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-25 19:00:00,6.0,9.168787504730224
Norwich,2026-05-26 01:00:00,2026-05-26,01:00:00,Efficacy,WindSpeed,MetOffice,3.749771397216797,,,2026-05-25 19:00:00,6.0,1.8185585204772952
Norwich,2026-05-26 01:00:00,2026-05-26,01:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,13.0,,,2026-05-25 19:00:00,6.0,11.068787123260497
Norwich,2026-05-26 01:00:00,2026-05-26,01:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.199999809265137,,,2026-05-25 19:00:00,6.0,10.268786932525634
Norwich,2026-05-26 02:00:00,2026-05-26,02:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 20:00:00,6.0,5.598509067474366
Norwich,2026-05-26 02:00:00,2026-05-26,02:00:00,Efficacy,WindSpeed,MetOffice,4.0394534246521,,,2026-05-25 20:00:00,6.0,0.337962301391602
Norwich,2026-05-26 02:00:00,2026-05-26,02:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.800000190734863,,,2026-05-25 20:00:00,6.0,8.098509067474366
Norwich,2026-05-26 02:00:00,2026-05-26,02:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.5,,,2026-05-25 20:00:00,6.0,7.798508876739502
Norwich,2026-05-26 03:00:00,2026-05-26,03:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 21:00:00,6.0,6.5641153139953605
Norwich,2026-05-26 03:00:00,2026-05-26,03:00:00,Efficacy,WindSpeed,MetOffice,4.200387671173096,,,2026-05-25 21:00:00,6.0,1.4645027944335935
Norwich,2026-05-26 03:00:00,2026-05-26,03:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.5,,,2026-05-25 21:00:00,6.0,8.764115123260497
Norwich,2026-05-26 03:00:00,2026-05-26,03:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.100000381469727,,,2026-05-25 21:00:00,6.0,8.364115504730224
Norwich,2026-05-26 04:00:00,2026-05-26,04:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 22:00:00,6.0,5.598509067474366
Norwich,2026-05-26 04:00:00,2026-05-26,04:00:00,Efficacy,WindSpeed,MetOffice,3.266968273956299,,,2026-05-25 22:00:00,6.0,-0.43452284930419927
Norwich,2026-05-26 04:00:00,2026-05-26,04:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.100000381469727,,,2026-05-25 22:00:00,6.0,7.398509258209229
Norwich,2026-05-26 04:00:00,2026-05-26,04:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,10.600000381469727,,,2026-05-25 22:00:00,6.0,6.898509258209229
Norwich,2026-05-26 05:00:00,2026-05-26,05:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-25 23:00:00,6.0,5.276640190734863
Norwich,2026-05-26 05:00:00,2026-05-26,05:00:00,Efficacy,WindSpeed,MetOffice,2.9290061644134524,,,2026-05-25 23:00:00,6.0,-1.0943538355865479
Norwich,2026-05-26 05:00:00,2026-05-26,05:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,11.399999618530273,,,2026-05-25 23:00:00,6.0,7.376639618530273
Norwich,2026-05-26 05:00:00,2026-05-26,05:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,10.399999618530273,,,2026-05-25 23:00:00,6.0,6.376639618530273
Norwich,2026-05-26 06:00:00,2026-05-26,06:00:00,Efficacy,WindSpeed,AccuWeather,7.400000095367432,,,2026-05-26 00:00:00,6.0,3.0547712186279297
Norwich,2026-05-26 06:00:00,2026-05-26,06:00:00,Efficacy,WindSpeed,MetOffice,2.945099589065552,,,2026-05-26 00:00:00,6.0,-1.4001292876739502
Norwich,2026-05-26 06:00:00,2026-05-26,06:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,10.399999618530273,,,2026-05-26 00:00:00,6.0,6.0547707417907715
Norwich,2026-05-26 06:00:00,2026-05-26,06:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,8.899999618530273,,,2026-05-26 00:00:00,6.0,4.5547707417907715
Norwich,2026-05-26 07:00:00,2026-05-26,07:00:00,Efficacy,WindSpeed,AccuWeather,7.400000095367432,,,2026-05-26 01:00:00,6.0,3.5375743418884276
Norwich,2026-05-26 07:00:00,2026-05-26,07:00:00,Efficacy,WindSpeed,MetOffice,2.5588570137176516,,,2026-05-26 01:00:00,6.0,-1.3035687397613525
Norwich,2026-05-26 07:00:00,2026-05-26,07:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.800000190734863,,,2026-05-26 01:00:00,6.0,3.937574437255859
Norwich,2026-05-26 07:00:00,2026-05-26,07:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.199999809265137,,,2026-05-26 01:00:00,6.0,7.337574055786133
Norwich,2026-05-26 08:00:00,2026-05-26,08:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-26 02:00:00,6.0,6.081312190734863
Norwich,2026-05-26 08:00:00,2026-05-26,08:00:00,Efficacy,WindSpeed,MetOffice,3.2347814246520996,,,2026-05-26 02:00:00,6.0,0.016093424652099397
Norwich,2026-05-26 08:00:00,2026-05-26,08:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,6.599999904632568,,,2026-05-26 02:00:00,6.0,3.381311904632568
Norwich,2026-05-26 08:00:00,2026-05-26,08:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.300000190734863,,,2026-05-26 02:00:00,6.0,9.081312190734863
Norwich,2026-05-26 09:00:00,2026-05-26,09:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-26 03:00:00,6.0,6.593837258209228
Norwich,2026-05-26 09:00:00,2026-05-26,09:00:00,Efficacy,WindSpeed,MetOffice,3.6532108493041995,,,2026-05-26 03:00:00,6.0,-0.8529522739562991
Norwich,2026-05-26 09:00:00,2026-05-26,09:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.0,,,2026-05-26 03:00:00,6.0,2.4938368767395014
Norwich,2026-05-26 09:00:00,2026-05-26,09:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.100000381469727,,,2026-05-26 03:00:00,6.0,7.593837258209228
Norwich,2026-05-26 10:00:00,2026-05-26,10:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-26 04:00:00,6.0,6.1110341349487305
Norwich,2026-05-26 10:00:00,2026-05-26,10:00:00,Efficacy,WindSpeed,MetOffice,3.8141450958251957,,,2026-05-26 04:00:00,6.0,-1.1748211506958004
Norwich,2026-05-26 10:00:00,2026-05-26,10:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.400000095367432,,,2026-05-26 04:00:00,6.0,2.4110338488464356
Norwich,2026-05-26 10:00:00,2026-05-26,10:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,12.199999809265137,,,2026-05-26 04:00:00,6.0,7.211033562744141
Norwich,2026-05-26 11:00:00,2026-05-26,11:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-26 05:00:00,6.0,6.271968381469726
Norwich,2026-05-26 11:00:00,2026-05-26,11:00:00,Efficacy,WindSpeed,MetOffice,3.701491123260498,,,2026-05-26 05:00:00,6.0,-1.1265408767395022
Norwich,2026-05-26 11:00:00,2026-05-26,11:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.800000190734863,,,2026-05-26 05:00:00,6.0,2.971968190734863
Norwich,2026-05-26 11:00:00,2026-05-26,11:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.800000190734863,,,2026-05-26 05:00:00,6.0,6.971968190734863
Norwich,2026-05-26 12:00:00,2026-05-26,12:00:00,Efficacy,WindSpeed,AccuWeather,11.100000381469727,,,2026-05-26 06:00:00,6.0,
Norwich,2026-05-26 12:00:00,2026-05-26,12:00:00,Efficacy,WindSpeed,MetOffice,3.0416601369781495,,,2026-05-26 06:00:00,6.0,
Norwich,2026-05-26 12:00:00,2026-05-26,12:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,7.199999809265137,,,2026-05-26 06:00:00,6.0,
Norwich,2026-05-26 12:00:00,2026-05-26,12:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,11.199999809265137,,,2026-05-26 06:00:00,6.0,
Norwich,2026-05-26 13:00:00,2026-05-26,13:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-26 07:00:00,6.0,
Norwich,2026-05-26 13:00:00,2026-05-26,13:00:00,Efficacy,WindSpeed,MetOffice,2.591043863021851,,,2026-05-26 07:00:00,6.0,
Norwich,2026-05-26 13:00:00,2026-05-26,13:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.399999618530273,,,2026-05-26 07:00:00,6.0,
Norwich,2026-05-26 13:00:00,2026-05-26,13:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,10.899999618530273,,,2026-05-26 07:00:00,6.0,
Norwich,2026-05-26 14:00:00,2026-05-26,14:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-26 08:00:00,6.0,5.920377944213866
Norwich,2026-05-26 14:00:00,2026-05-26,14:00:00,Efficacy,WindSpeed,MetOffice,5.6487974246521,,,2026-05-26 08:00:00,6.0,2.269175178131104
Norwich,2026-05-26 14:00:00,2026-05-26,14:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.399999618530273,,,2026-05-26 08:00:00,6.0,5.020377372009277
Norwich,2026-05-26 14:00:00,2026-05-26,14:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,9.399999618530273,,,2026-05-26 08:00:00,6.0,6.020377372009277
Norwich,2026-05-26 15:00:00,2026-05-26,15:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-26 09:00:00,6.0,
Norwich,2026-05-26 15:00:00,2026-05-26,15:00:00,Efficacy,WindSpeed,MetOffice,6.8397120000000005,,,2026-05-26 09:00:00,6.0,
Norwich,2026-05-26 15:00:00,2026-05-26,15:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,9.199999809265137,,,2026-05-26 09:00:00,6.0,
Norwich,2026-05-26 15:00:00,2026-05-26,15:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,5.199999809265137,,,2026-05-26 09:00:00,6.0,
Norwich,2026-05-26 16:00:00,2026-05-26,16:00:00,Efficacy,WindSpeed,AccuWeather,7.400000095367432,,,2026-05-26 10:00:00,6.0,-0.002982151153564594
Norwich,2026-05-26 16:00:00,2026-05-26,16:00:00,Efficacy,WindSpeed,MetOffice,6.85580580834961,,,2026-05-26 10:00:00,6.0,-0.5471764381713866
Norwich,2026-05-26 16:00:00,2026-05-26,16:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,8.100000381469727,,,2026-05-26 10:00:00,6.0,0.6970181349487303
Norwich,2026-05-26 16:00:00,2026-05-26,16:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,15.699999809265137,,,2026-05-26 10:00:00,6.0,8.297017562744141
Norwich,2026-05-26 17:00:00,2026-05-26,17:00:00,Efficacy,WindSpeed,AccuWeather,9.300000190734863,,,2026-05-26 11:00:00,6.0,4.311033944213867
Norwich,2026-05-26 17:00:00,2026-05-26,17:00:00,Efficacy,WindSpeed,MetOffice,6.871898849304199,,,2026-05-26 11:00:00,6.0,1.8829326027832032
Norwich,2026-05-26 17:00:00,2026-05-26,17:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,5.0,,,2026-05-26 11:00:00,6.0,0.011033753479003927
Norwich,2026-05-26 17:00:00,2026-05-26,17:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,18.399999618530273,,,2026-05-26 11:00:00,6.0,13.411033372009278
Norwich,2026-05-26 18:00:00,2026-05-26,18:00:00,Efficacy,WindSpeed,AccuWeather,13.0,,,2026-05-26 12:00:00,6.0,7.689164876739501
Norwich,2026-05-26 18:00:00,2026-05-26,18:00:00,Efficacy,WindSpeed,MetOffice,6.018946575347901,,,2026-05-26 12:00:00,6.0,0.7081114520874019
Norwich,2026-05-26 18:00:00,2026-05-26,18:00:00,Efficacy,WindSpeed,OpenMeteo-ECMWF,9.699999809265137,,,2026-05-26 12:00:00,6.0,4.389164686004638
Norwich,2026-05-26 18:00:00,2026-05-26,18:00:00,Efficacy,WindSpeed,OpenMeteo-GFSHRRR,15.399999618530273,,,2026-05-26 12:00:00,6.0,10.089164495269774
